period,programme,scheme,scheme_description,basis,UGI,county_code,county,recipients
2018Q1,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,SO,Sligo,80
2018Q1,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,SO,Sligo,1418
2018Q1,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,SO,Sligo,2183
2018Q1,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,SO,Sligo,877
2018Q1,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,TY,Tipperary,3586
2018Q1,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,TY,Tipperary,109
2018Q1,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,TY,Tipperary,3196
2018Q1,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,TY,Tipperary,6003
2018Q1,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,TY,Tipperary,2360
2018Q1,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,WD,Waterford,2032
2018Q1,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,WD,Waterford,80
2018Q1,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,WD,Waterford,2509
2018Q1,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,WD,Waterford,3730
2018Q1,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,WD,Waterford,1690
2018Q1,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,WH,Westmeath,1732
2018Q1,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,WH,Westmeath,75
2018Q1,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,WH,Westmeath,1911
2018Q1,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,WH,Westmeath,2897
2018Q1,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,WH,Westmeath,1278
2018Q1,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,WW,Wicklow,2013
2018Q1,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,WW,Wicklow,80
2018Q1,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,WW,Wicklow,2541
2018Q1,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,WW,Wicklow,3561
2018Q1,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,WW,Wicklow,1499
2018Q1,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,WX,Wexford,3259
2018Q1,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,WX,Wexford,92
2018Q1,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,WX,Wexford,2935
2018Q1,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,WX,Wexford,5072
2018Q1,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,WX,Wexford,2183
2018Q1,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,unknown,XX,Unknown,111
2018Q1,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,unknown,XX,Unknown,46
2018Q1,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,unknown,XX,Unknown,1618
2018Q1,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,unknown,XX,Unknown,211
2018Q1,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,unknown,XX,Unknown,1238
2018Q1,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,CE,Clare,9546
2018Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,CE,Clare,3388
2018Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,CE,Clare,3014
2018Q1,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,CK,Cork,41453
2018Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,CK,Cork,9982
2018Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,CK,Cork,13722
2018Q1,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,CN,Cavan,5116
2018Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,CN,Cavan,2448
2018Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,CN,Cavan,1744
2018Q1,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,CW,Carlow,4522
2018Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,CW,Carlow,1302
2018Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,CW,Carlow,1482
2018Q1,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,DL,Donegal,10778
2018Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,DL,Donegal,7059
2018Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,DL,Donegal,3573
2018Q1,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,DN,Dublin,100142
2018Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,DN,Dublin,14273
2018Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,DN,Dublin,30751
2018Q1,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,GY,Galway,16751
2018Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,GY,Galway,7409
2018Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,GY,Galway,5595
2018Q1,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,KE,Kildare,13922
2018Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,KE,Kildare,2284
2018Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,KE,Kildare,4650
2018Q1,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,KK,Kilkenny,7295
2018Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,KK,Kilkenny,2131
2018Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,KK,Kilkenny,2400
2018Q1,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,KY,Kerry,11663
2018Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,KY,Kerry,4974
2018Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,KY,Kerry,3882
2018Q1,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,LD,Longford,3139
2018Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,LD,Longford,1256
2018Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,LD,Longford,1037
2018Q1,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,LH,Louth,9673
2018Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,LH,Louth,2313
2018Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,LH,Louth,2947
2018Q1,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,LK,Limerick,15522
2018Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,LK,Limerick,4027
2018Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,LK,Limerick,5078
2018Q1,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,LM,Leitrim,2655
2018Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,LM,Leitrim,1199
2018Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,LM,Leitrim,1037
2018Q1,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,LS,Laois,4932
2018Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,LS,Laois,1627
2018Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,LS,Laois,1768
2018Q1,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,MH,Meath,12267
2018Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,MH,Meath,2664
2018Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,MH,Meath,4037
2018Q1,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,MN,Monaghan,4417
2018Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,MN,Monaghan,1924
2018Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,MN,Monaghan,1551
2018Q1,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,MO,Mayo,10239
2018Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,MO,Mayo,5647
2018Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,MO,Mayo,3539
2018Q1,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,OY,Offaly,5492
2018Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,OY,Offaly,1561
2018Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,OY,Offaly,1929
2018Q1,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,RN,Roscommon,5035
2018Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,RN,Roscommon,2313
2018Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,RN,Roscommon,1792
2018Q1,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,SO,Sligo,5602
2018Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,SO,Sligo,1893
2018Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,SO,Sligo,1796
2018Q1,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,TY,Tipperary,13064
2018Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,TY,Tipperary,4280
2018Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,TY,Tipperary,4541
2018Q1,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,WD,Waterford,9566
2018Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,WD,Waterford,2515
2018Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,WD,Waterford,3133
2018Q1,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,WH,Westmeath,6482
2018Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,WH,Westmeath,1737
2018Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,WH,Westmeath,2325
2018Q1,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,WW,Wicklow,11288
2018Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,WW,Wicklow,2092
2018Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,WW,Wicklow,3390
2018Q1,Pensions,SPC,State Pension Contributory,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,WX,Wexford,11780
2018Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,WX,Wexford,4007
2018Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,WX,Wexford,3920
2018Q1,Pensions,SPC,State Pension Contributory,Social Insurance,unknown,XX,Unknown,46435
2018Q1,Pensions,SPNC,State Pension Non Contributory,Social Assistance,unknown,XX,Unknown,181
2018Q1,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,unknown,XX,Unknown,8010
2018Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,CE,Clare,1676
2018Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,CE,Clare,2267
2018Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,CE,Clare,204
2018Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,CK,Cork,6458
2018Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,CK,Cork,10934
2018Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,CK,Cork,3465
2018Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,CN,Cavan,1110
2018Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,CN,Cavan,1423
2018Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,CN,Cavan,311
2018Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,CW,Carlow,875
2018Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,CW,Carlow,1147
2018Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,CW,Carlow,341
2018Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,DL,Donegal,2586
2018Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,DL,Donegal,2390
2018Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,DL,Donegal,169
2018Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,DN,Dublin,12475
2018Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,DN,Dublin,29495
2018Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,DN,Dublin,15484
2018Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,GY,Galway,3144
2018Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,GY,Galway,4048
2018Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,GY,Galway,1624
2018Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,KE,Kildare,1893
2018Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,KE,Kildare,3473
2018Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,KE,Kildare,1768
2018Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,KK,Kilkenny,1156
2018Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,KK,Kilkenny,1750
2018Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,KK,Kilkenny,209
2018Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,KY,Kerry,2123
2018Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,KY,Kerry,2436
2018Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,KY,Kerry,1091
2018Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,LD,Longford,801
2018Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,LD,Longford,970
2018Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,LD,Longford,261
2018Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,LH,Louth,1515
2018Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,LH,Louth,2481
2018Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,LH,Louth,462
2018Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,LK,Limerick,2733
2018Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,LK,Limerick,3923
2018Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,LK,Limerick,702
2018Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,LM,Leitrim,540
2018Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,LM,Leitrim,766
2018Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,LM,Leitrim,192
2018Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,LS,Laois,1102
2018Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,LS,Laois,1258
2018Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,LS,Laois,563
2018Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,MH,Meath,1679
2018Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,MH,Meath,2946
2018Q1,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,MH,Meath,649
2018Q1,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,MN,Monaghan,744
2018Q1,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,MN,Monaghan,1080
